Date/Time,08:00-08:30,08:30-09:00,09:00-09:30,09:30-10:00,10:00-10:30,10:30-11:00,11:00-11:30,11:30-12.00,12:00-12:30,12:30-13:00,13:00-13:30,13:30-14:00,14:00-14:30,14:30-15:00,15:00-15:30,15:30-16:00,16:00-16:30,16:30-17:00,17:00-17:30,17:30-18:00
23.05.2026,
24.05.2026,
25.05.2026,
26.05.2026,
27.05.2026,
28.05.2026,
29.05.2026,
30.05.2026,
31.05.2026,
01.06.2026,
02.06.2026,
03.06.2026,
04.06.2026,
05.06.2026,
06.06.2026,
07.06.2026,
