Date/Time,08:00-09:00,09:00-10:00,10:00-11:00,11:00-12:00,12:00-13:00,13:00-14:00,14:00-15:00,15:00-16:00,16:00-17:00,17:00-18:00,18:00-19:00
23.05.2026,
24.05.2026,
25.05.2026,
26.05.2026,
27.05.2026,
28.05.2026,
29.05.2026,
30.05.2026,A01,A01,A01,A01,A01,A01,A01,A01,A01,A01,A01
31.05.2026,
01.06.2026,A01,A01,A01,A01,A01,A01,A01,A01,A01,A01,A01
02.06.2026,A01,A01,A01,A01,A01,A01,A01,A01,A01,A01,A01
03.06.2026,A01,A01,A01,A01,A01,A01,A01,A01,A01,A01,A01
04.06.2026,A01,A01,A01,A01,A01,A01,A01,A01,A01,A01,A01
05.06.2026,
06.06.2026,
07.06.2026,C06+C07,C06+C07,C06+C07,C06+C07,C06+C07,C06+C07,C06+C07,C06+C07,C06+C07,C06+C07,C06+C07
